incident_id,case_number,incident_datetime,incident_type_primary,incident_description,clearance_type,address_1,address_2,city,state,zip,country,latitude,longitude,created_at,updated_at,location,hour_of_day,day_of_week,parent_incident_type
907649447,C18044253,07/15/2018 08:00:32 PM,"112 - ASSAULT, SIMPLE","112 - ASSAULT, SIMPLE",,30500 Block SE MUD MOUNTAIN RD,,ENUMCLAW,WA,98022,,47.1505137,-121.9474973,02/21/2019 12:31:47 AM,02/21/2019 12:32:52 AM,POINT (-121.9474973 47.1505137),20,Sunday,Assault
907652401,C18031527,07/16/2018 02:40:39 AM,350 - BOMBING,350 - BOMBING,,17000 Block NE 160TH PL,,WOODINVILLE,WA,98072,,47.74496,-122.1120585,02/21/2019 01:23:46 AM,02/21/2019 01:24:47 AM,POINT (-122.1120585 47.74496),2,Monday,Other
901799644,C18031534,07/16/2018 08:37:43 AM,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,,1 Block S WASHINGTON ST,,SEATTLE,WA,98104,,47.6006697,-122.3352848,01/17/2019 06:55:19 PM,02/21/2019 12:17:40 AM,POINT (-122.3352848 47.6006697),8,Monday,Other Sexual Offense
907649790,C18031562,07/16/2018 10:40:00 AM,169 - CPS REFERRAL,169 - CPS REFERRAL,,11400 Block 164TH AVE SE,,RENTON,WA,98059,,47.499569,-122.1218251,02/21/2019 12:35:03 AM,02/21/2019 12:36:06 AM,POINT (-122.1218251 47.499569),10,Monday,Other
907652450,C18032953,07/16/2018 01:36:14 PM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,400 Block 4TH AVE N,,KENT,WA,98032,,47.3847003,-122.2381664,02/21/2019 01:23:59 AM,02/21/2019 01:25:00 AM,POINT (-122.2381664 47.3847003),13,Monday,Other
907655665,C18037471,07/16/2018 02:24:57 PM,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,,1 Block AVE & JAMES ST,,SEATTLE,WA,98104,,47.602768,-122.3314095,02/21/2019 01:33:44 AM,02/21/2019 01:34:52 AM,POINT (-122.3314095 47.602768),14,Monday,Other Sexual Offense
901799648,C18032957,07/17/2018 10:02:46 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,400 Block 4TH AVE N,,KENT,WA,98032,,47.3847003,-122.2381664,01/17/2019 06:55:19 PM,02/21/2019 12:17:40 AM,POINT (-122.2381664 47.3847003),10,Tuesday,Other
906077869,C19004839,01/01/2012 12:00:00 AM,146 - RAPE,146 - RAPE,,2000 Block S 360TH ST,,FEDERAL WAY,WA,98003,,47.2806583,-122.3076643,02/05/2019 07:44:28 PM,02/15/2019 09:10:40 PM,POINT (-122.3076643 47.2806583),0,Sunday,Sexual Assault
901799850,C18041091,07/18/2018 08:43:14 AM,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,,500 Block 3RD AVE,,SEATTLE,WA,98104,,47.6023952,-122.331355,01/17/2019 06:56:04 PM,02/21/2019 12:18:43 AM,POINT (-122.331355 47.6023952),8,Wednesday,Other Sexual Offense
901799628,C18041807,07/18/2018 08:43:18 AM,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,,500 Block 3RD AVE,,SEATTLE,WA,98104,,47.6023952,-122.331355,01/17/2019 06:55:19 PM,02/21/2019 12:17:45 AM,POINT (-122.331355 47.6023952),8,Wednesday,Other Sexual Offense
907655835,C18038231,07/18/2018 05:00:54 PM,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,,RAINIER AVE S & S GRAND ST,,SEATTLE,WA,98144,,47.5868725,-122.3046662,02/21/2019 01:34:42 AM,02/21/2019 01:35:55 AM,POINT (-122.3046662 47.5868725),17,Wednesday,Other Sexual Offense
901805669,C18031943,07/18/2018 05:30:01 PM,"111 - ASSAULT, OTHER WEAPONS","111 - ASSAULT, OTHER WEAPONS",,28000 Block 177TH AVE SE,,KENT,WA,98042,,47.3501324,-122.10617,01/17/2019 07:26:33 PM,02/21/2019 01:12:44 AM,POINT (-122.10617 47.3501324),17,Wednesday,Assault
901800157,C18032091,07/19/2018 12:10:11 AM,144 - INDECENT LIBERTIES,144 - INDECENT LIBERTIES,,9600 Block 16TH AVE SW,,SEATTLE,WA,98106,,47.5158568,-122.3556874,01/17/2019 06:59:21 PM,02/21/2019 12:20:22 AM,POINT (-122.3556874 47.5158568),0,Thursday,Other Sexual Offense
907646650,C18040853,07/19/2018 08:00:28 AM,184 - FORGERY,184 - FORGERY,,6000 Block MAIN ST SW,,LAKEWOOD,WA,98499,,47.1617105,-122.5188288,02/21/2019 12:11:00 AM,02/21/2019 12:12:11 AM,POINT (-122.5188288 47.1617105),8,Thursday,Property Crime
907649627,C18032984,07/19/2018 10:44:08 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,700 Block 196 AV E,,BONNEY LAKE,WA,98391,,47.2508139,-122.1664388,02/21/2019 12:32:46 AM,02/21/2019 12:33:55 AM,POINT (-122.1664388 47.2508139),10,Thursday,Other
901801995,C18032239,07/19/2018 06:00:51 PM,"300 - THEFT, VEHICLE","300 - THEFT, VEHICLE",,11300 Block 4TH AVE SW,,SEATTLE,WA,98146,,47.5013871,-122.3386525,01/17/2019 07:10:14 PM,02/21/2019 12:36:06 AM,POINT (-122.3386525 47.5013871),18,Thursday,Theft of Vehicle
906269015,C19005246,01/01/2015 12:00:00 AM,"147 - SEX OFFENSE, NSC","147 - SEX OFFENSE, NSC",,15600 Block SE 148TH ST,,RENTON,WA,98059,,47.4703538,-122.1304499,02/07/2019 11:44:49 PM,02/15/2019 09:10:35 PM,POINT (-122.1304499 47.4703538),0,Thursday,Other Sexual Offense
907650895,C18035141,07/20/2018 09:08:42 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,700 Block F ST NE,,AUBURN,WA,98002,,47.3141049,-122.2224871,02/21/2019 12:53:41 AM,02/21/2019 12:55:20 AM,POINT (-122.2224871 47.3141049),9,Friday,Other
901804875,C18032665,07/20/2018 12:00:23 PM,"274 - BURGLARY, RESIDENTIAL","274 - BURGLARY, RESIDENTIAL",,16800 Block 148TH AVE SE,,RENTON,WA,98058,,47.4520987,-122.1426093,01/17/2019 07:21:49 PM,02/21/2019 01:03:27 AM,POINT (-122.1426093 47.4520987),12,Friday,Breaking & Entering
901797941,C18032409,07/21/2018 05:04:44 PM,"111 - ASSAULT, OTHER WEAPONS","111 - ASSAULT, OTHER WEAPONS",,34000 Block MILITARY RD S,,AUBURN,WA,98001,,47.2959799,-122.274044,01/17/2019 06:45:39 PM,02/21/2019 12:00:43 AM,POINT (-122.274044 47.2959799),17,Saturday,Assault
909002471,C18042465,09/28/2018 07:20:20 AM,"300 - THEFT, VEHICLE","300 - THEFT, VEHICLE",,18300 Block SE COVINGTON SAWYER RD,,KENT,WA,98042,,47.34067,-122.097921,03/05/2019 03:18:33 PM,03/05/2019 05:07:51 PM,POINT (-122.097921 47.34067),7,Friday,Theft of Vehicle
909006073,C18053240,12/03/2018 04:33:10 PM,"300 - THEFT, VEHICLE","300 - THEFT, VEHICLE",,10900 Block OAKWOOD AVE S,,SEATTLE,WA,98178,,47.50485080000001,-122.2336628,03/05/2019 04:06:39 PM,03/05/2019 05:57:06 PM,POINT (-122.2336628 47.50485080000001),16,Monday,Theft of Vehicle
909006654,C18053861,12/15/2018 10:15:45 PM,"300 - THEFT, VEHICLE","300 - THEFT, VEHICLE",,24600 Block SE 390TH ST,,ENUMCLAW,WA,98022,,47.2510178,-122.013382,03/05/2019 04:17:17 PM,03/05/2019 06:10:25 PM,POINT (-122.013382 47.2510178),22,Saturday,Theft of Vehicle
906314755,C18053169,07/22/2018 12:00:49 AM,"182 - FRAUD, ALL OTHER","182 - FRAUD, ALL OTHER",,400 Block SW 111TH PL,,SEATTLE,WA,98146,,47.5034728,-122.3406839,02/08/2019 02:24:45 PM,02/21/2019 02:36:51 AM,POINT (-122.3406839 47.5034728),0,Sunday,Property Crime
901799356,C18032491,07/22/2018 08:52:00 AM,"324 - PROPERTY, FOUND","324 - PROPERTY, FOUND",,SE 92ND ST & 428TH AVE SE,,NORTH BEND,WA,98045,,47.517759,-121.7694474,01/17/2019 06:53:11 PM,02/21/2019 12:13:37 AM,POINT (-121.7694474 47.517759),8,Sunday,Other
901798343,C18033971,07/22/2018 09:00:43 AM,"300 - THEFT, VEHICLE","300 - THEFT, VEHICLE",,21000 Block 64TH AVE S,,KENT,WA,98032,,47.414339,-122.257347,01/17/2019 06:48:01 PM,02/21/2019 12:04:39 AM,POINT (-122.257347 47.414339),9,Sunday,Theft of Vehicle
901803671,C18032589,07/23/2018 06:24:05 AM,200 - CONTROLLED SUBSTANCE VIOLATION,200 - CONTROLLED SUBSTANCE VIOLATION,,29100 Block 35TH PL S,,AUBURN,WA,98001,,47.3399835,-122.2876997,01/17/2019 07:17:29 PM,02/21/2019 12:54:00 AM,POINT (-122.2876997 47.3399835),6,Monday,Drugs
901804954,C18037485,07/23/2018 07:37:44 AM,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,,I,,SEATTLE,WA,,,47.6062095,-122.3320708,01/17/2019 07:22:16 PM,02/21/2019 01:04:08 AM,POINT (-122.3320708 47.6062095),7,Monday,Other Sexual Offense
907649210,C18035458,07/24/2018 10:44:09 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,1400 Block W SMITH ST,,KENT,WA,98032,,47.3830339,-122.2510945,02/21/2019 12:28:44 AM,02/21/2019 12:29:54 AM,POINT (-122.2510945 47.3830339),10,Tuesday,Other
901802952,C18035112,07/24/2018 01:12:33 PM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,4300 Block AIRPORT RD,,CLE ELUM,WA,98922,,47.186428,-120.859789,01/17/2019 07:13:27 PM,02/21/2019 12:42:48 AM,POINT (-120.859789 47.186428),13,Tuesday,Other
901802468,C18032923,07/25/2018 05:00:15 AM,"300 - THEFT, VEHICLE","300 - THEFT, VEHICLE",,700 Block SW 96 CIR,,SEATTLE,WA,98106,,47.5169554,-122.3447,01/17/2019 07:10:59 PM,02/21/2019 12:37:59 AM,POINT (-122.3447 47.5169554),5,Wednesday,Theft of Vehicle
900680589,C18033943,07/25/2018 06:20:00 AM,"112 - ASSAULT, SIMPLE","112 - ASSAULT, SIMPLE",,14200 Block SE EASTGATE WAY,,BELLEVUE,WA,98007,,47.5808279,-122.151784,01/10/2019 11:59:03 PM,02/21/2019 02:35:09 AM,POINT (-122.151784 47.5808279),6,Wednesday,Assault
907645942,C18035133,07/25/2018 12:56:02 PM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,35700 Block 16TH AVE S,,FEDERAL WAY,WA,98003,,47.281605,-122.3156708,02/21/2019 12:03:35 AM,02/21/2019 12:04:37 AM,POINT (-122.3156708 47.281605),12,Wednesday,Other
907652989,C18033014,07/25/2018 01:13:56 PM,"271 - BURGLARY, COMMERCIAL","271 - BURGLARY, COMMERCIAL",,17400 Block SE RENTON,,RENTON,WA,,,47.4796927,-122.2079218,02/21/2019 01:28:05 AM,02/21/2019 01:29:10 AM,POINT (-122.2079218 47.4796927),13,Wednesday,Breaking & Entering
901806868,C18033100,07/25/2018 11:15:29 PM,200 - CONTROLLED SUBSTANCE VIOLATION,200 - CONTROLLED SUBSTANCE VIOLATION,,19400 Block 148TH AVE SE,,RENTON,WA,98059,,47.48514489999999,-122.142932,01/17/2019 07:32:27 PM,02/21/2019 01:24:47 AM,POINT (-122.142932 47.48514489999999),23,Wednesday,Drugs
901798440,C18033104,07/26/2018 01:30:30 AM,"129 - ROBBERY, HIGHWAY","129 - ROBBERY, HIGHWAY",,23000 Block PACIFIC HWY S,,DES MOINES,WA,98198,,47.3945432,-122.2953822,01/17/2019 06:48:27 PM,02/21/2019 12:05:38 AM,POINT (-122.2953822 47.3945432),1,Thursday,Robbery
901798212,C18033220,07/26/2018 04:50:18 PM,200 - CONTROLLED SUBSTANCE VIOLATION,200 - CONTROLLED SUBSTANCE VIOLATION,,11500 Block AURORA AVE N,,SEATTLE,WA,98133,,47.712325,-122.3447993,01/17/2019 06:47:26 PM,02/21/2019 12:03:48 AM,POINT (-122.3447993 47.712325),16,Thursday,Drugs
907657880,C18033299,07/27/2018 12:00:30 AM,"288 - LARCENY, TFA - THEFT FROM AUTO","288 - LARCENY, TFA - THEFT FROM AUTO",,17400 Block SE JONES RD,,RENTON,WA,98058,,47.4669728,-122.1078661,02/21/2019 01:55:18 AM,02/21/2019 01:56:28 AM,POINT (-122.1078661 47.4669728),0,Friday,Theft from Vehicle
901803108,C18034269,07/27/2018 09:00:16 AM,"284 - LARCENY, OTHER","284 - LARCENY, OTHER",,KENT,,KENT,WA,,,47.3809335,-122.2348432,01/17/2019 07:15:22 PM,02/21/2019 12:49:36 AM,POINT (-122.2348432 47.3809335),9,Friday,Theft
907651339,C18035461,07/27/2018 11:20:49 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,22400 Block 88TH AVE S,,KENT,WA,98031,,47.4005813,-122.2229246,02/21/2019 01:01:06 AM,02/21/2019 01:02:22 AM,POINT (-122.2229246 47.4005813),11,Friday,Other
901799629,C18040278,07/27/2018 12:09:09 PM,234 - THREATS,234 - THREATS,,32600 Block NE 87TH ST,,CARNATION,WA,98014,,47.67909880000001,-121.906517,01/17/2019 06:55:19 PM,02/21/2019 12:17:41 AM,POINT (-121.906517 47.67909880000001),12,Friday,Other
901798809,C18035128,07/27/2018 12:35:45 PM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,400 Block NOVAK LN,,KENT,WA,98032,,47.39313,-122.23118,01/17/2019 06:50:29 PM,02/21/2019 12:10:07 AM,POINT (-122.23118 47.39313),12,Friday,Other
901805996,C18033522,07/27/2018 06:00:47 PM,144 - INDECENT LIBERTIES,144 - INDECENT LIBERTIES,,21100 Block MILITARY RD S,,SEATAC,WA,98198,,47.4118511,-122.2892147,01/17/2019 07:28:26 PM,02/21/2019 01:16:27 AM,POINT (-122.2892147 47.4118511),18,Friday,Other Sexual Offense
901821718,C18053239,07/28/2018 12:00:52 PM,146 - RAPE,146 - RAPE,,19600 Block 142ND AVE SE,,KENT,WA,98042,,47.4261323,-122.1528366,01/17/2019 07:42:24 PM,02/21/2019 01:39:20 AM,POINT (-122.1528366 47.4261323),12,Saturday,Sexual Assault
901806576,C18037488,07/28/2018 12:26:31 PM,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,,500 Block 3RD AVE,,SEATTLE,WA,98104,,47.6023952,-122.331355,01/17/2019 07:30:50 PM,02/21/2019 01:21:56 AM,POINT (-122.331355 47.6023952),12,Saturday,Other Sexual Offense
907649335,C18033734,07/30/2018 07:17:00 AM,"353 - BOMB, SUSPICIOUS PACKAGE","353 - BOMB, SUSPICIOUS PACKAGE",,1 Block AVE E & E PROSPECT ST,,SEATTLE,WA,98112,,47.6286703,-122.3072774,02/21/2019 12:30:24 AM,02/21/2019 12:31:32 AM,POINT (-122.3072774 47.6286703),7,Monday,Other
901799875,C18033709,07/30/2018 09:28:07 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,500 Block 3RD AVE,,SEATTLE,WA,98104,,47.6026851,-122.330656,01/17/2019 06:56:04 PM,02/21/2019 12:18:41 AM,POINT (-122.330656 47.6026851),9,Monday,Other
901805597,C18035456,07/30/2018 10:07:30 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,28600 Block PACIFIC HWY S,,FEDERAL WAY,WA,98003,,47.34463820000001,-122.3110691,01/17/2019 07:25:28 PM,02/21/2019 01:10:32 AM,POINT (-122.3110691 47.34463820000001),10,Monday,Other
901802894,C18033724,07/30/2018 10:27:00 AM,"147 - SEX OFFENSE, NSC","147 - SEX OFFENSE, NSC",,4000 Block 324TH AVE SE,,FALL CITY,WA,98024,,47.5710887,-121.909156,01/17/2019 07:13:22 PM,02/21/2019 12:42:28 AM,POINT (-121.909156 47.5710887),10,Monday,Other Sexual Offense
901806671,C18033737,07/30/2018 10:27:00 AM,"147 - SEX OFFENSE, NSC","147 - SEX OFFENSE, NSC",,11600 Block RAINIER AVE S,,SEATTLE,WA,98178,,47.4985169,-122.2197798,01/17/2019 07:31:15 PM,02/21/2019 01:22:25 AM,POINT (-122.2197798 47.4985169),10,Monday,Other Sexual Offense
907655661,C18042629,07/30/2018 10:55:46 AM,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,150 - SEXUAL OFFENDER REGISTRATION VIOLATION,,S ROYAL BROUGHAM WAY & 3RD AVE S,,SEATTLE,WA,98134,,47.5916997,-122.330023,02/21/2019 01:33:44 AM,02/21/2019 01:34:52 AM,POINT (-122.330023 47.5916997),10,Monday,Other Sexual Offense
906168302,C19004951,01/22/1019 09:07:02 AM,"274 - BURGLARY, RESIDENTIAL","274 - BURGLARY, RESIDENTIAL",,10600 Block AQUA WAY S,,SEATTLE,WA,98168,,47.5085022,-122.3264509,02/06/2019 09:04:59 PM,02/21/2019 02:35:11 AM,POINT (-122.3264509 47.5085022),9,Thursday,Breaking & Entering
901804612,C18036846,07/30/2018 12:00:24 PM,141 - PORNOGRAPHY/OBSCENE MATERIAL,141 - PORNOGRAPHY/OBSCENE MATERIAL,,3400 Block S 298TH PL,,AUBURN,WA,98001,,47.3343752,-122.2884438,01/17/2019 07:20:17 PM,02/21/2019 12:59:53 AM,POINT (-122.2884438 47.3343752),12,Monday,Other Sexual Offense
901806681,C18035120,07/30/2018 01:52:13 PM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,700 Block S 197TH ST,,DES MOINES,WA,98148,,47.4262005,-122.3257575,01/17/2019 07:31:15 PM,02/21/2019 01:22:25 AM,POINT (-122.3257575 47.4262005),13,Monday,Other
907649287,C18034287,07/30/2018 06:00:53 PM,"274 - BURGLARY, RESIDENTIAL","274 - BURGLARY, RESIDENTIAL",,7100 Block MOON VALLEY RD,,NORTH BEND,WA,98045,,47.5368297,-121.7368298,02/21/2019 12:29:35 AM,02/21/2019 12:30:46 AM,POINT (-121.7368298 47.5368297),18,Monday,Breaking & Entering
907646464,C18034579,07/30/2018 08:45:23 PM,"284 - LARCENY, OTHER","284 - LARCENY, OTHER",,30600 Block 38TH AVE S,,AUBURN,WA,98001,,47.3266742,-122.2847866,02/21/2019 12:09:20 AM,02/21/2019 12:10:24 AM,POINT (-122.2847866 47.3266742),20,Monday,Theft
901798072,C18036045,07/31/2018 01:19:28 PM,"182 - FRAUD, ALL OTHER","182 - FRAUD, ALL OTHER",,12600 Block 76TH AVE S,,SEATTLE,WA,98178,,47.49059949999999,-122.2379248,01/17/2019 06:46:10 PM,02/21/2019 12:01:10 AM,POINT (-122.2379248 47.49059949999999),13,Tuesday,Property Crime
901799843,C18036474,07/31/2018 01:46:59 PM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,23000 Block 30TH AVE S,,DES MOINES,WA,98198,,47.3947297,-122.2928955,01/17/2019 06:56:04 PM,02/21/2019 12:18:42 AM,POINT (-122.2928955 47.3947297),13,Tuesday,Other
901798670,C18038624,08/01/2018 12:00:14 AM,"511 - CRIMINAL WARRANT, MISDEMEANOR (OUTSIDE AGENCY)","511 - CRIMINAL WARRANT, MISDEMEANOR (OUTSIDE AGENCY)",,9600 Block 28TH AVE SW,,SEATTLE,WA,98126,,47.5168218,-122.367243,01/17/2019 06:49:21 PM,02/21/2019 12:08:31 AM,POINT (-122.367243 47.5168218),0,Wednesday,Other
901803777,C18034035,08/01/2018 01:25:35 AM,"286 - LARCENY, P/S - PURSE SNATCHING","286 - LARCENY, P/S - PURSE SNATCHING",,37500 Block SE NORTH BEND WAY,,SNOQUALMIE,WA,98065,,47.5188976,-121.841751,01/17/2019 07:17:53 PM,02/21/2019 12:55:20 AM,POINT (-121.841751 47.5188976),1,Wednesday,Theft
901806595,C18034083,08/01/2018 02:50:12 AM,"288 - LARCENY, TFA - THEFT FROM AUTO","288 - LARCENY, TFA - THEFT FROM AUTO",,14200 Block SE 179TH PL,,RENTON,WA,98058,,47.44119,-122.151557,01/17/2019 07:30:50 PM,02/21/2019 01:21:55 AM,POINT (-122.151557 47.44119),2,Wednesday,Theft from Vehicle
901805995,C18034030,08/01/2018 03:22:00 AM,"401 - ACCIDENT, INJURY","401 - ACCIDENT, INJURY",,600 Block RAINIER AVE N,,RENTON,WA,98057,,47.49148390000001,-122.2181669,01/17/2019 07:28:26 PM,02/21/2019 01:16:27 AM,POINT (-122.2181669 47.49148390000001),3,Wednesday,Traffic
901798435,C18034033,08/01/2018 05:00:52 AM,"112 - ASSAULT, SIMPLE","112 - ASSAULT, SIMPLE",,1 Block OBER STRASSE,,SNOQUALMIE PASS,WA,98068,,47.436539,-121.4135429,01/17/2019 06:48:27 PM,02/21/2019 12:05:38 AM,POINT (-121.4135429 47.436539),5,Wednesday,Assault
907652973,C18052323,08/01/2018 09:30:05 AM,141 - PORNOGRAPHY/OBSCENE MATERIAL,141 - PORNOGRAPHY/OBSCENE MATERIAL,,23700 Block NE 168TH ST,,WOODINVILLE,WA,98077,,47.7490392,-122.0198971,02/21/2019 01:28:05 AM,02/21/2019 01:29:10 AM,POINT (-122.0198971 47.7490392),9,Wednesday,Other Sexual Offense
907655433,C18036491,08/01/2018 09:55:22 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,5700 Block S 129TH ST,,SEATTLE,WA,98178,,47.4885165,-122.2610581,02/21/2019 01:33:16 AM,02/21/2019 01:34:32 AM,POINT (-122.2610581 47.4885165),9,Wednesday,Other
907651696,C18036476,08/01/2018 11:03:27 AM,"503 - CRIMINAL WARRANT, FELONY","503 - CRIMINAL WARRANT, FELONY",,31900 Block 3RD LN SW,,FEDERAL WAY,WA,98023,,47.3160143,-122.3375451,02/21/2019 01:09:03 AM,02/21/2019 01:10:04 AM,POINT (-122.3375451 47.3160143),11,Wednesday,Other
901801027,C18034079,08/01/2018 11:10:46 AM,"111 - ASSAULT, OTHER WEAPONS","111 - ASSAULT, OTHER WEAPONS",,7400 Block S 128TH ST,,SEATTLE,WA,98178,,47.4883925,-122.2423843,01/17/2019 07:03:06 PM,02/21/2019 12:26:05 AM,POINT (-122.2423843 47.4883925),11,Wednesday,Assault
906592695,C19001073,08/01/2018 06:58:32 PM,160 - CHILD ABUSE,160 - CHILD ABUSE,,37700 Block 38TH AVE S,,AUBURN,WA,98001,,47.2632308,-122.2852913,02/11/2019 05:18:47 PM,02/21/2019 02:03:33 AM,POINT (-122.2852913 47.2632308),18,Wednesday,Assault
907649564,C18044424,08/01/2018 08:43:45 PM,"289 - LARCENY, TFB - THEFT FROM BUILDING","289 - LARCENY, TFB - THEFT FROM BUILDING",,12800 Block MARTIN LUTHER KING JR WAY S,,SEATTLE,WA,98178,,47.4876527,-122.2590496,02/21/2019 12:32:38 AM,02/21/2019 12:33:54 AM,POINT (-122.2590496 47.4876527),20,Wednesday,Theft
906592680,C19001239,08/02/2018 09:12:07 AM,"504 - CRIMINAL WARRANT, MISDEMEANOR","504 - CRIMINAL WARRANT, MISDEMEANOR",,29000 Block 39TH AVE S,,AUBURN,WA,98001,,47.3415131,-122.2842462,02/11/2019 05:18:47 PM,02/21/2019 02:03:55 AM,POINT (-122.2842462 47.3415131),9,Thursday,Other
901799557,C18036492,08/02/2018 10:06:12 AM,"504 - CRIMINAL WARRANT, MISDEMEANOR","504 - CRIMINAL WARRANT, MISDEMEANOR",,1 Block S WASHINGTON ST,,SEATTLE,WA,98104,,47.6006697,-122.3352848,01/17/2019 06:54:54 PM,02/21/2019 12:17:30 AM,POINT (-122.3352848 47.6006697),10,Thursday,Other
901799397,C18034950,08/02/2018 01:00:21 PM,"274 - BURGLARY, RESIDENTIAL","274 - BURGLARY, RESIDENTIAL",,17600 Block 134TH AVE SE,,RENTON,WA,98058,,47.4452898,-122.16097,01/17/2019 06:53:38 PM,02/21/2019 12:14:16 AM,POINT (-122.16097 47.4452898),13,Thursday,Breaking & Entering
907646519,C18034229,08/02/2018 01:11:58 PM,"511 - CRIMINAL WARRANT, MISDEMEANOR (OUTSIDE AGENCY)","511 - CRIMINAL WARRANT, MISDEMEANOR (OUTSIDE AGENCY)",,BEACON AVE S & 15TH AVE S,,SEATTLE,WA,98144,,47.58066729999999,-122.3134929,02/21/2019 12:09:56 AM,02/21/2019 12:11:06 AM,POINT (-122.3134929 47.58066729999999),13,Thursday,Other
901802591,C18035922,08/02/2018 02:00:41 PM,"274 - BURGLARY, RESIDENTIAL","274 - BURGLARY, RESIDENTIAL",,19600 Block 182ND AVE NE,,WOODINVILLE,WA,98077,,47.77004729999999,-122.0958216,01/17/2019 07:11:35 PM,02/21/2019 12:38:41 AM,POINT (-122.0958216 47.77004729999999),14,Thursday,Breaking & Entering
907648774,C18034293,08/02/2018 06:07:00 PM,"101 - ASSAULT, AGGRAVATED (HANDS, FIST, FEET, ETC.)","101 - ASSAULT, AGGRAVATED (HANDS, FIST, FEET, ETC.)",,9100 Block RAINIER AVE S,,SEATTLE,WA,98118,,47.5218575,-122.2699392,02/21/2019 12:23:51 AM,02/21/2019 12:25:02 AM,POINT (-122.2699392 47.5218575),18,Thursday,Assault
907645951,C18039548,08/03/2018 12:00:00 AM,"511 - CRIMINAL WARRANT, MISDEMEANOR (OUTSIDE AGENCY)","511 - CRIMINAL WARRANT, MISDEMEANOR (OUTSIDE AGENCY)",,S WASHINGTON ST & 5TH AVE S,,SEATTLE,WA,98104,,47.6008732,-122.3276527,02/21/2019 12:03:35 AM,02/21/2019 12:04:38 AM,POINT (-122.3276527 47.6008732),0,Friday,Other
900748209,81-082157,04/25/1981 07:00:34 AM,"274 - BURGLARY, RESIDENTIAL","274 - BURGLARY, RESIDENTIAL",,36500 Block W VALLEY HWY S,,AUBURN,WA,98001,,47.2697623,-122.2618412,01/11/2019 07:24:25 PM,02/21/2019 02:04:35 AM,POINT (-122.2618412 47.2697623),7,Saturday,Breaking & Entering
907648895,C18034372,08/03/2018 08:30:12 AM,236 - VIOLATION OF COURT ORDERS,236 - VIOLATION OF COURT ORDERS,,11400 Block 164TH AVE SE,,RENTON,WA,98059,,47.499569,-122.1218251,02/21/2019 12:24:10 AM,02/21/2019 12:25:29 AM,POINT (-122.1218251 47.499569),8,Friday,Other
901800375,C18041482,08/03/2018 11:42:46 AM,"511 - CRIMINAL WARRANT, MISDEMEANOR (OUTSIDE AGENCY)","511 - CRIMINAL WARRANT, MISDEMEANOR (OUTSIDE AGENCY)",,500 Block 3RD AVE,,SEATTLE,WA,98104,,47.6026851,-122.330656,01/17/2019 07:00:30 PM,02/21/2019 12:23:30 AM,POINT (-122.330656 47.6026851),11,Friday,Other
907646613,C18033148,08/03/2018 12:45:24 PM,221 - UNLAWFUL POSS OF A FIREARM,221 - UNLAWFUL POSS OF A FIREARM,,27900 Block PACIFIC HWY S,,FEDERAL WAY,WA,98003,,47.3516391,-122.3121002,02/21/2019 12:10:25 AM,02/21/2019 12:11:36 AM,POINT (-122.3121002 47.3516391),12,Friday,Weapons Offense
